AMC71012.1,P64936.1,43.9
AMC71012.1,P16939.1,35.8
AMC71012.1,P39213.1,30.8
AMC71012.1,D3Z423.1,28.9
AMC71013.1,P75680.1,48.9
AMC71013.1,P9WLJ6.1,47.0
AMC71013.1,P25438.1,48.1
AMC71013.1,P64938.1,42.0
AMC71013.1,P0A3L3.1,41.6
AMC71013.1,Q06715.1,37.7
AMC71022.1,A9L1P1.1,25.8
AMC71024.1,A7GTM0.1,30.4
AMC71024.1,A9IW95.1,31.2
AMC71024.1,Q817H7.1,29.6
AMC71024.1,Q2JSG7.1,30.0
AMC71024.1,Q2JP46.1,29.6
AMC71026.1,P49047.2,30.4
AMC71026.1,Q89EN5.1,28.1
AMC71026.1,B7VRL0.1,26.6
AMC71028.1,P67379.1,35.8
AMC71028.1,Q9RNV1.1,31.6
AMC71028.1,Q06003.3,30.8
AMC71029.1,Q6F7N5.1,31.6
AMC71029.1,B0VQB8.1,30.8
AMC71033.1,P71707.3,56.2
AMC71036.1,Q6NHD4.1,49.3
AMC71036.1,Q10322.1,44.7
AMC71036.1,Q9BWU0.1,39.7
AMC71036.1,P66800.1,39.3
AMC71036.1,O23305.1,37.4
AMC71036.1,P46017.1,37.4
AMC71036.1,O65934.1,36.6
AMC71036.1,P53924.1,33.9
AMC71036.1,A6ZRW7.1,33.9
AMC71036.1,Q08301.1,32.0
AMC71037.1,Q8FTJ5.1,43.5
AMC71037.1,P66800.1,44.7
AMC71037.1,Q6NHD4.1,42.7
AMC71037.1,Q8NQJ3.1,42.4
AMC71037.1,B7SY83.1,43.1
AMC71037.1,O23305.1,41.2
AMC71037.1,O65934.1,39.3
AMC71037.1,O65934.1,32.0
AMC71037.1,P46017.1,38.1
AMC71038.1,B9GE13.1,32.0
AMC71040.1,Q82DY0.1,33.9
AMC71040.1,Q9XAQ5.1,33.1
AMC71040.1,B1W518.1,32.3
AMC71040.1,A0LRI2.1,32.0
AMC71040.1,Q0RRW7.2,32.0
AMC71040.1,Q2JFL9.1,32.0
AMC71040.1,A8LCA0.1,31.6
AMC71040.1,Q1IZX2.1,29.3
AMC71041.1,P47177.2,43.5
AMC71041.1,Q24JJ8.1,41.6
AMC71041.1,Q9LJH5.1,41.6
AMC71041.1,Q9HDX2.1,39.7
AMC71041.1,Q4ZY06.1,38.1
AMC71041.1,Q8KCW4.1,37.7
AMC71041.1,Q0WD32.1,36.2
AMC71041.1,E9PU28.1,35.8
