WP_004596213.1,Q9ZCR3.1,100.000,71,0,0,1,71,1,71,2.35e-43,136
WP_004596213.1,A8GPE2.1,98.592,71,1,0,1,71,1,71,6.10e-43,135
WP_004596213.1,Q92GX4.1,97.183,71,2,0,1,71,1,71,1.38e-42,134
WP_004596213.1,A8F2D9.1,98.592,71,1,0,1,71,1,71,3.26e-42,134
WP_004596213.1,Q1RHM9.1,82.857,70,12,0,1,70,1,70,2.14e-34,114
WP_004596213.1,A8EZK8.1,98.592,71,1,0,1,71,1,71,2.12e-32,109
WP_004596213.1,Q04G77.1,65.217,46,16,0,17,62,12,57,1.24e-13,61.2
WP_004596213.1,A4WVK0.1,48.333,60,31,0,9,68,4,63,3.46e-13,60.1
WP_004596213.1,A8LM65.1,49.123,57,29,0,9,65,4,60,8.09e-13,59.0
WP_004596213.1,Q5FM82.1,53.846,52,24,0,15,66,10,61,2.16e-12,57.9
WP_004596213.1,A3CK71.1,53.333,60,28,0,1,60,3,62,2.73e-12,57.9
WP_004596213.1,B6IRR4.1,48.387,62,32,0,9,70,5,66,3.30e-12,57.6
WP_004596213.1,Q18CG9.1,56.863,51,22,0,15,65,10,60,5.62e-12,57.0
WP_004596213.1,A8AZL7.1,53.333,60,28,0,1,60,3,62,6.23e-12,56.7
WP_004596213.1,P66178.1,63.636,44,16,0,17,60,19,62,6.33e-12,56.7
WP_004596213.1,Q5LXR9.1,65.909,44,15,0,17,60,19,62,6.96e-12,56.7
WP_004596213.1,P0A483.1,53.333,60,28,0,1,60,3,62,7.30e-12,56.7
WP_004596213.1,Q04C07.1,54.902,51,23,0,15,65,10,60,7.39e-12,56.7
WP_004596213.1,Q8DS21.1,63.636,44,16,0,17,60,19,62,8.03e-12,56.4
WP_004596213.1,A8YXL3.1,51.923,52,25,0,15,66,10,61,8.06e-12,56.4
WP_004596213.1,Q1GPA7.1,51.852,54,26,0,15,68,11,64,9.28e-12,56.4
WP_004596213.1,B4U508.1,63.636,44,16,0,17,60,19,62,9.88e-12,56.4
WP_004596213.1,Q034Z1.1,53.846,52,24,0,15,66,10,61,1.27e-11,55.9
WP_004596213.1,A4VYQ1.1,65.909,44,15,0,17,60,19,62,1.27e-11,56.2
WP_004596213.1,Q0ANQ8.1,46.429,56,30,0,15,70,10,65,1.86e-11,55.6
WP_004596213.1,Q98N49.1,54.000,50,23,0,11,60,6,55,1.91e-11,55.6
WP_004596213.1,C4ZBS7.1,48.214,56,29,0,11,66,10,65,1.94e-11,55.6
WP_004596213.1,Q28UU6.1,48.077,52,27,0,9,60,4,55,1.95e-11,55.6
WP_004596213.1,Q5LW50.1,43.103,58,33,0,9,66,4,61,3.21e-11,55.0
WP_004596213.1,A9NEE1.1,48.980,49,25,0,18,66,13,61,3.23e-11,55.0
WP_004596213.1,B5YG39.1,55.769,52,23,0,15,66,10,61,4.64e-11,54.8
WP_004596213.1,C0R301.1,47.541,61,32,0,9,69,4,64,6.10e-11,54.2
WP_004596213.1,Q74L81.1,50.980,51,25,0,15,65,10,60,7.39e-11,54.2
WP_004596213.1,Q9CDX0.1,56.522,46,20,0,15,60,17,62,7.91e-11,53.9
WP_004596213.1,Q1GK21.1,44.828,58,32,0,11,68,6,63,8.06e-11,53.9
WP_004596213.1,Q839F6.1,52.830,53,25,0,15,67,10,62,8.99e-11,53.9
WP_004596213.1,A0PXV4.1,55.769,52,23,0,9,60,7,58,9.19e-11,53.9
WP_004596213.1,B0KCK8.1,58.824,51,21,0,15,65,10,60,9.49e-11,53.9
WP_004596213.1,B1YGV8.1,50.877,57,28,0,9,65,4,60,9.90e-11,53.6
WP_004596213.1,Q3SSV8.1,52.174,46,22,0,15,60,13,58,1.25e-10,53.6
WP_004996647.1,Q92J95.1,100.000,129,0,0,1,129,1,129,5.71e-91,261
WP_004996647.1,C4K1P8.1,99.225,129,1,0,1,129,1,129,2.75e-90,259
WP_004996647.1,A8EXJ9.1,99.225,129,1,0,1,129,1,129,4.84e-90,259
WP_004996647.1,P41082.1,98.450,129,2,0,1,129,1,129,4.59e-89,256
WP_004996647.1,A8GM98.1,96.899,129,4,0,1,129,1,129,1.42e-88,255
WP_004996647.1,Q68XN7.1,97.674,129,3,0,1,129,1,129,1.62e-88,255
WP_004996647.1,Q1RHC1.1,93.798,129,8,0,1,129,1,129,4.40e-86,248
WP_004996647.1,A8GV15.1,93.798,129,8,0,1,129,1,129,5.45e-86,248
WP_004996647.1,B3CTE5.1,71.901,121,34,0,1,121,1,121,2.39e-59,180
WP_004996647.1,A5CF21.1,71.074,121,35,0,1,121,1,121,1.22e-58,178
WP_004996647.1,Q67JT8.1,71.074,121,35,0,1,121,1,121,2.72e-55,170
WP_004996647.1,B8E1C8.1,66.942,121,40,0,1,121,1,121,4.00e-53,165
WP_004996647.1,B5YDT8.1,66.942,121,40,0,1,121,1,121,8.05e-53,164
WP_004996647.1,Q11QA8.1,65.289,121,42,0,1,121,1,121,2.18e-52,163
WP_004996647.1,Q8R7U9.1,67.227,119,39,0,1,119,1,119,2.34e-52,162
WP_004996647.1,A9BHB0.1,66.387,119,40,0,1,119,1,119,2.97e-52,162
WP_004996647.1,C1A6P1.1,64.463,121,43,0,1,121,1,121,6.82e-52,161
WP_004996647.1,Q3A6Q2.1,65.289,121,42,0,1,121,1,121,8.77e-52,161
WP_004996647.1,B4S5N2.1,63.281,128,47,0,1,128,1,128,1.03e-51,161
WP_004996647.1,O70089.1,63.636,121,44,0,1,121,1,121,1.53e-51,160
WP_004996647.1,P17293.3,65.254,118,41,0,1,118,1,118,3.03e-51,160
WP_004996647.1,Q7MTK9.1,65.289,121,42,0,1,121,1,121,5.33e-51,159
WP_004996647.1,B3EP66.1,62.500,128,48,0,1,128,1,128,6.20e-51,159
WP_004996647.1,B0KCJ5.1,68.067,119,38,0,1,119,1,119,6.42e-51,159
WP_004996647.1,A0M5A2.1,65.289,121,42,0,1,121,1,121,7.23e-51,159
WP_004996647.1,Q73NV5.1,65.289,121,42,0,1,121,1,121,7.70e-51,159
WP_004996647.1,A0L5W8.1,63.636,121,44,0,1,121,1,121,9.13e-51,158
WP_004996647.1,B3QR56.1,62.016,129,49,0,1,129,1,129,9.49e-51,158
WP_004996647.1,B2RLZ6.1,64.463,121,43,0,1,121,1,121,1.14e-50,158
WP_004996647.1,Q3B6G6.1,62.016,129,49,0,1,129,1,129,1.46e-50,158
WP_004996647.1,Q7UN32.1,65.546,119,41,0,1,119,1,119,1.61e-50,158
WP_004996647.1,Q3APG8.1,65.546,119,41,0,1,119,1,119,2.30e-50,158
WP_004996647.1,B4SBU2.1,65.546,119,41,0,1,119,1,119,2.48e-50,158
WP_004996647.1,Q8A472.1,63.636,121,44,0,1,121,1,121,2.70e-50,157
WP_004996647.1,Q8KAG8.1,65.546,119,41,0,1,119,1,119,3.17e-50,157
WP_004996647.1,A6GZA3.1,64.463,121,43,0,1,121,1,121,3.40e-50,157
WP_004996647.1,B3EH96.1,65.546,119,41,0,1,119,1,119,3.49e-50,157
WP_004996647.1,A6KYJ9.1,63.636,121,44,0,1,121,1,121,3.61e-50,157
WP_004996647.1,A0PXU1.1,65.546,119,41,0,1,119,1,119,3.79e-50,157
WP_004996647.1,A1BJ39.1,65.546,119,41,0,1,119,1,119,4.95e-50,157
WP_004996682.1,Q92JB4.1,100.000,78,0,0,1,78,1,78,1.11e-40,130
WP_004996682.1,A8GQT4.1,98.718,78,1,0,1,78,1,78,1.80e-40,129
WP_004996682.1,A8GM75.1,98.718,78,1,0,1,78,1,78,3.25e-40,129
WP_004996682.1,Q1RH98.1,93.590,78,5,0,1,78,1,78,9.08e-39,125
WP_004996682.1,A8EXH9.1,94.872,78,4,0,1,78,1,78,3.16e-38,124
WP_004996682.1,Q9ZE35.1,91.026,78,7,0,1,78,1,78,3.27e-35,116
WP_004996682.1,Q6QW47.1,40.000,80,46,1,1,78,1,80,3.08e-17,70.8
WP_004996682.1,A7HUR5.1,40.541,74,44,0,5,78,11,84,3.24e-17,70.8
WP_004996682.1,C0R2N9.1,40.541,74,44,0,5,78,7,80,4.30e-17,70.5
WP_004996682.1,B3CLT6.1,40.541,74,44,0,5,78,7,80,5.18e-17,70.2
WP_004996682.1,Q73HK1.1,40.541,74,44,0,5,78,7,80,6.66e-17,70.2
WP_004996682.1,Q8U9H0.1,36.364,77,49,0,2,78,8,84,8.69e-16,67.1
WP_004996682.1,Q9A385.1,40.580,69,41,0,9,77,19,87,1.84e-15,66.6
WP_004996682.1,B0SVG8.1,39.130,69,42,0,9,77,19,87,4.66e-15,65.5
WP_004996682.1,A6WY25.1,38.571,70,43,0,9,78,15,84,3.83e-14,62.9
WP_004996682.1,B9JS29.1,36.486,74,47,0,5,78,7,80,1.55e-13,61.5
WP_004996682.1,Q6N260.2,42.466,73,42,0,6,78,17,89,3.37e-11,55.6
WP_004996682.1,Q1QNZ8.1,42.466,73,42,0,6,78,16,88,5.09e-11,55.0
WP_004996682.1,O05113.1,44.595,74,41,0,5,78,14,87,7.38e-11,54.8
WP_004996682.1,Q07J51.1,42.466,73,42,0,6,78,16,88,7.75e-11,54.8
WP_004996682.1,Q20ZD1.1,41.096,73,43,0,6,78,16,88,1.30e-10,54.2
WP_004996682.1,Q13B97.1,41.096,73,43,0,6,78,17,89,1.34e-10,54.2
WP_004996682.1,Q2J074.1,41.096,73,43,0,6,78,17,89,1.43e-10,53.9
WP_004996682.1,Q11CY7.1,40.260,77,46,0,2,78,10,86,4.00e-10,52.8
WP_004996682.1,B6JC05.1,41.096,73,43,0,6,78,16,88,5.07e-10,52.5
WP_004996682.1,Q98F28.1,41.558,77,45,0,2,78,9,85,1.06e-09,51.7
WP_004996682.1,B8ITT7.1,41.892,74,43,0,5,78,14,87,1.07e-09,51.7
WP_004996682.1,Q3STZ0.1,39.726,73,44,0,6,78,16,88,1.13e-09,51.7
WP_004996682.1,B0ULP6.1,41.892,74,43,0,5,78,14,87,1.16e-09,51.7
WP_004996682.1,A5ERF9.1,36.538,52,33,0,27,78,39,90,1.16e-09,51.7
WP_004996682.1,A4YMG9.1,36.538,52,33,0,27,78,39,90,1.27e-09,51.7
WP_004996682.1,Q89EF0.1,38.356,73,45,0,6,78,17,89,3.43e-09,50.5
WP_004996682.1,A6UCY0.1,37.838,74,46,0,5,78,7,80,2.30e-08,48.3
WP_004996682.1,Q92M59.1,37.838,74,46,0,5,78,7,80,2.45e-08,48.3
WP_004996682.1,C3MIM2.1,38.356,73,45,0,6,78,8,80,8.16e-08,46.9
WP_004996682.1,Q6FYM8.1,38.571,70,43,0,9,78,15,84,1.61e-07,46.0
WP_004996682.1,Q8FYV6.1,36.364,77,49,0,2,78,9,85,2.81e-07,45.5
WP_004996682.1,B3PZT5.1,37.838,74,46,0,5,78,7,80,4.27e-07,45.2
WP_004996682.1,Q2K4D4.1,37.838,74,46,0,5,78,7,80,4.48e-07,44.9
WP_004996682.1,Q8YIZ8.1,35.065,77,50,0,2,78,15,91,7.24e-07,44.6
WP_004997072.1,Q92FW7.1,100.000,56,0,0,1,56,1,56,5.82e-34,112
WP_004997072.1,Q9ZC89.1,98.214,56,1,0,1,56,1,56,1.31e-33,111
WP_004997072.1,Q68VN5.1,98.214,56,1,0,1,56,1,56,1.50e-33,111
WP_004997072.1,Q1RGQ4.1,91.071,56,5,0,1,56,1,56,5.94e-30,102
WP_004997072.1,A5CCZ7.1,79.245,53,11,0,4,56,3,55,5.88e-24,86.8
WP_004997072.1,Q5PBA7.1,69.643,56,17,0,1,56,1,56,1.27e-22,83.5
WP_004997072.1,Q2GJF3.1,67.857,56,18,0,1,56,1,56,6.81e-22,81.5
WP_004997072.1,Q5HBV6.1,66.071,56,19,0,1,56,1,56,1.68e-21,80.6
WP_004997072.1,Q3YSN4.2,69.643,56,17,0,1,56,1,56,3.79e-21,79.5
WP_004997072.1,A5VA19.1,71.429,56,15,1,1,56,1,55,1.00e-20,78.7
WP_004997072.1,Q73GL5.1,63.636,66,14,1,1,56,1,66,3.92e-20,77.3
WP_004997072.1,B3CRY6.1,78.571,56,12,0,1,56,1,56,4.60e-20,77.0
WP_004997072.1,Q5GSD9.1,62.121,66,15,1,1,56,1,66,1.08e-19,76.1
WP_004997072.1,Q2W1A2.1,66.071,56,18,1,1,56,1,55,1.13e-19,75.9
WP_004997072.1,B6IN38.1,64.286,56,19,1,1,56,1,55,3.19e-19,74.7
WP_004997072.1,Q2G3F0.1,66.071,56,18,1,1,56,1,55,9.93e-19,73.3
WP_004997072.1,Q5NQY1.1,64.286,56,19,1,1,56,1,55,1.22e-18,73.3
WP_004997072.1,B3CNB7.1,62.121,66,15,1,1,56,1,66,2.02e-18,72.8
WP_004997072.1,Q0BU03.1,66.071,56,18,1,1,56,1,55,7.54e-18,71.1
WP_004997072.1,B8IN36.1,68.000,50,16,0,7,56,6,55,8.30e-18,71.1
WP_004997072.1,A5FUI6.1,66.071,56,18,1,1,56,1,55,1.22e-17,70.8
WP_004997072.1,B0UFA1.1,66.000,50,17,0,7,56,6,55,2.51e-17,70.0
WP_004997072.1,Q2N758.1,62.500,56,20,1,1,56,1,55,3.26e-17,69.7
WP_004997072.1,B1LUW6.1,66.000,50,17,0,7,56,6,55,6.93e-17,68.8
WP_004997072.1,B2IBG2.1,68.085,47,15,0,10,56,9,55,9.38e-17,68.5
WP_004997072.1,B8EMP5.1,68.085,47,15,0,10,56,9,55,9.45e-17,68.5
WP_004997072.1,Q1GNX0.1,60.714,56,21,1,1,56,1,55,3.04e-16,67.1
WP_004997072.1,Q98LW4.1,58.491,53,22,0,4,56,3,55,3.51e-16,66.9
WP_004997072.1,A9W3L4.1,64.000,50,18,0,7,56,6,55,3.86e-16,66.9
WP_004997072.1,Q5LP83.1,60.714,56,21,1,1,56,1,55,1.09e-15,65.7
WP_004997072.1,Q2GEE6.1,61.111,54,21,0,2,55,4,57,1.21e-15,65.7
WP_004997072.1,Q0AQ67.1,60.714,56,21,1,1,56,1,55,1.21e-15,65.7
WP_004997072.1,A9HJ69.1,57.143,56,23,1,1,56,1,55,1.27e-15,65.5
WP_004997072.1,Q1GFB8.1,58.929,56,22,1,1,56,1,55,2.50e-15,64.9
WP_004997072.1,C4K7G1.1,59.574,47,19,0,10,56,9,55,5.95e-15,63.8
WP_004997072.1,A1BA12.1,58.929,56,22,1,1,56,1,55,9.89e-15,63.2
WP_004997072.1,Q0BZW6.1,58.491,53,22,0,4,56,3,55,1.11e-14,63.2
WP_004997072.1,Q6G3F9.1,56.604,53,23,0,4,56,3,55,1.63e-14,62.6
WP_004997072.1,A1UT31.1,54.717,53,24,0,4,56,3,55,2.04e-14,62.4
WP_004997072.1,Q28T20.1,57.143,56,23,1,1,56,1,55,3.50e-14,61.8
WP_004997429.1,Q92GD8.1,100.000,81,0,0,1,81,6,86,2.75e-51,157
WP_004997429.1,Q9ZCH9.1,98.765,81,1,0,1,81,6,86,7.30e-51,156
WP_004997429.1,A8EZW3.1,98.765,81,1,0,1,81,6,86,9.72e-51,156
WP_004997429.1,Q1RKB8.1,59.259,81,33,0,1,81,6,86,2.15e-27,97.0
WP_004997429.1,A8GY19.1,58.025,81,34,0,1,81,1,81,2.11e-26,94.1
WP_004997429.1,O67611.1,56.164,73,32,0,7,79,3,75,2.81e-24,88.8
WP_004997429.1,B2V6T8.1,52.000,75,36,0,7,81,3,77,2.24e-22,84.0
WP_004997429.1,Q119B3.1,51.948,77,37,0,3,79,2,78,1.96e-21,81.8
WP_004997429.1,B4U7T6.1,51.389,72,35,0,8,79,4,75,7.39e-21,80.1
WP_004997429.1,P80920.2,52.703,74,35,0,7,80,4,77,1.19e-20,79.5
WP_004997429.1,C0QUD3.1,49.333,75,38,0,7,81,1,75,2.70e-20,78.7
WP_004997429.1,A0L8T8.1,53.425,73,34,0,7,79,4,76,3.07e-20,78.4
WP_004997429.1,Q3JAL0.1,52.000,75,36,0,7,81,4,78,3.48e-20,78.4
WP_004997429.1,Q8Y0J1.1,53.425,73,34,0,5,77,2,74,3.99e-20,78.1
WP_004997429.1,Q8RGX5.1,57.353,68,29,0,10,77,4,71,4.01e-20,78.1
WP_004997429.1,Q7MU10.1,54.167,72,33,0,6,77,3,74,4.38e-20,78.1
WP_004997429.1,Q74CR8.1,53.425,73,34,0,7,79,4,76,5.47e-20,77.8
WP_004997429.1,Q62LT9.1,52.055,73,35,0,5,77,2,74,6.32e-20,77.8
WP_004997429.1,Q0K8M2.1,54.930,71,32,0,5,75,2,72,6.53e-20,77.8
WP_004997429.1,A5EXE0.1,50.000,74,37,0,6,79,3,76,8.13e-20,77.3
WP_004997429.1,P80918.2,49.333,75,38,0,7,81,4,78,8.15e-20,77.5
WP_004997429.1,Q5P0D3.1,54.167,72,33,0,5,76,2,73,8.69e-20,77.3
WP_004997429.1,B1XTK9.1,52.000,75,36,0,5,79,2,76,8.97e-20,77.3
WP_004997429.1,Q5SL79.1,50.649,77,38,0,3,79,2,78,1.08e-19,77.3
WP_004997429.1,A1TLE0.1,50.000,74,37,0,7,80,4,77,1.54e-19,76.7
WP_004997429.1,B6JLE2.1,50.746,67,33,0,14,80,10,76,1.63e-19,76.7
WP_004997429.1,B1H0Q2.1,50.704,71,35,0,7,77,4,74,2.56e-19,76.1
WP_004997429.1,Q1CTW7.1,49.254,67,34,0,14,80,10,76,2.66e-19,76.1
WP_004997429.1,A1K5Y8.1,52.055,73,35,0,5,77,2,74,2.84e-19,76.1
