WP_004996682.1,B8ITT7.1,51.7
WP_004996682.1,B0ULP6.1,51.7
WP_004996682.1,Q98F28.1,51.3
WP_004996682.1,Q3STZ0.1,51.3
WP_004996682.1,A5ERF9.1,50.4
WP_004996682.1,A4YMG9.1,50.4
WP_004996682.1,Q89EF0.1,50.0
WP_004996682.1,A6UCY0.1,47.4
WP_004996682.1,Q92M59.1,47.4
WP_004996682.1,C3MIM2.1,46.1
WP_004996682.1,Q6FYM8.1,45.7
WP_004996682.1,Q8FYV6.1,45.2
WP_004996682.1,A1UR66.1,43.9
WP_004996682.1,B3PZT5.1,43.9
WP_008580317.1,O51265.1,56.0
WP_008580317.1,Q9KJY8.1,44.8
WP_008580317.1,O58215.1,43.5
WP_008580317.1,Q98MN3.1,43.5
WP_008580317.1,Q1MGQ9.1,43.1
WP_008580317.1,D0B707.1,41.8
WP_008580317.1,A9CIM3.1,40.5
WP_008580317.1,Q492P7.1,37.5
WP_008580317.1,Q5ZV56.1,36.6
WP_008580317.1,Q5PI18.3,36.2
WP_008580317.1,Q57N57.3,35.7
WP_008580317.1,Q89LF9.1,35.7
WP_010420727.1,Q0H8W9.1,58.2
WP_010422183.1,P61343.1,32.7
WP_010422183.1,P22995.1,29.3
WP_010422183.1,Q82XQ0.1,28.8
WP_010976817.1,Q9S3N1.1,38.8
WP_010976817.1,Q6FYW8.1,36.2
WP_011270361.1,Q48475.1,67.7
WP_011270361.1,Q56902.1,53.0
WP_011270361.1,P73087.1,31.9
WP_011270361.1,P42953.1,31.4
WP_011270362.1,Q9X1X4.1,63.3
WP_011270362.1,Q8U194.1,54.3
WP_011270362.1,P25981.3,49.5
WP_011270362.1,Q8DQ38.2,45.2
WP_011270362.1,Q97R66.1,45.2
WP_011270362.1,Q1RJI4.1,41.3
WP_011270362.1,Q4UM04.1,38.8
WP_011270362.1,Q92ID4.1,38.3
WP_011270370.1,B2IP45.1,31.4
WP_011270370.1,P45176.1,30.6
WP_011270372.1,P40819.2,41.3
WP_011270372.1,P95225.2,39.6
WP_011270372.1,P58236.1,34.9
WP_011270372.1,P55424.1,34.9
WP_011270372.1,P74578.1,28.8
WP_011270373.1,Q1RKH8.1,30.6
WP_011270374.1,Q49864.1,52.1
WP_011270374.1,O13764.1,32.3
WP_011270374.1,Q9NU22.2,31.9
WP_011270375.1,Q9Z811.1,59.0
WP_011270375.1,Q57449.1,51.7
WP_011270375.1,P0A4G3.1,50.8
WP_011270375.1,Q53891.1,49.5
WP_011270375.1,P0DF58.1,49.5
WP_011270375.1,A8GT85.1,49.1
WP_011270375.1,Q9L5X1.1,48.7
WP_011270375.1,Q9L5X0.1,48.7
WP_011270375.1,Q4UK70.1,48.7
WP_011270375.1,Q9L5W9.1,48.7
WP_011270375.1,Q9WXX7.1,47.4
WP_011270375.1,Q8P1N2.1,47.4
