WP_010422183.1,P22995.1,30.6,33.333
WP_010976817.1,Q9S3N1.1,37.6,28.571
WP_011270372.1,P40819.2,41.5,31.148
WP_011270479.1,O31980.1,33.7,51.613
WP_011270510.1,O07227.1,32.3,27.451
WP_011270551.1,P06728.3,29.7,22.989
WP_011270552.1,M3W955.2,43.2,26.0
WP_011270590.1,I3R9Z4.1,42.4,20.69
WP_011270604.1,Q06758.1,48.0,30.851
WP_011270618.1,Q5UR04.1,53.9,29.885
WP_011270624.1,P9WF20.1,39.0,31.169
WP_011270626.1,Q4J947.1,33.9,27.174
WP_011270666.1,Q22682.3,50.0,27.815
WP_011270667.1,Q9ZQ89.2,26.6,27.451
WP_011270671.1,Q4UKG8.1,39.9,66.667
WP_011270695.1,Q57606.1,35.1,38.596
WP_011270729.1,Q9DCQ3.1,29.4,44.444
WP_011270731.1,P12753.1,31.1,38.596
WP_011270732.1,Q47421.2,39.9,22.973
WP_011270734.1,P44699.1,52.2,38.961
WP_011270739.1,P34529.3,33.7,35.088
WP_011270751.1,Q5E4H8.1,51.4,25.225
WP_011270756.1,Q5XEP2.1,41.0,34.0
WP_011270759.1,Q3ITQ4.1,49.1,34.615
WP_011270763.1,P0A0C0.1,52.8,23.894
WP_011270765.1,Q9P035.2,30.8,33.962
WP_011270795.1,Q7CEG3.1,50.0,27.128
WP_011270820.1,P42597.2,41.5,38.0
WP_011270821.1,P65068.1,36.2,30.0
WP_011270827.1,Q9JI93.1,37.9,29.825
WP_011270838.1,A2R7P5.1,35.9,27.711
WP_011270839.1,P37513.1,44.6,36.145
WP_011270869.1,P65028.1,37.0,34.0
WP_011270874.1,P0CT10.1,49.4,30.328
WP_011270877.1,Q9Z6M5.1,47.4,31.429
WP_011270893.1,Q7V277.1,31.7,35.714
WP_011270915.1,O27435.1,54.8,25.43
WP_011270931.1,P16433.2,28.9,24.242
WP_011270955.1,Q96S86.1,28.6,24.051
WP_011270992.1,P50024.1,56.7,27.083
WP_011271010.1,O05235.1,55.6,26.772
