NP_415117.2,P55192.3,40.5
NP_415117.2,O42881.1,35.2
YP_008592385.1,U3PVA8.1,43.3
YP_008592385.1,Q47141.2,43.5
NP_417158.4,P0AEH7.1,39.6
NP_417158.4,Q88L76.1,29.1
NP_417158.4,Q9BPU3.1,29.3
NP_418786.4,P26319.1,46.9
NP_418786.4,P0ADD8.1,44.7
NP_418786.4,Q1M7A0.1,43.5
NP_418786.4,O87940.1,42.1
NP_418786.4,P0AEL9.1,41.9
NP_418786.4,P0AGA8.1,41.6
NP_418786.4,P59969.1,42.4
NP_418786.4,P9WMG1.1,41.9
NP_418786.4,P27667.1,40.2
NP_418786.4,A5W4E2.2,40.2
NP_418786.4,Q7CQM8.1,38.8
NP_418786.4,Q9JMT8.1,38.2
NP_418786.4,Q46791.2,37.7
NP_418786.4,P58664.1,37.7
NP_418786.4,Q8KR08.1,37.4
NP_418786.4,Q0SZP7.1,38.0
NP_418786.4,Q3YWK7.1,38.0
NP_418786.4,Q31VL4.1,38.0
NP_418786.4,Q8X701.1,38.0
NP_418786.4,Q0TC49.1,38.0
NP_418786.4,Q1R5L6.1,38.0
NP_418786.4,B7NMI3.1,38.0
NP_418786.4,Q8CXX5.1,38.0
NP_418544.2,A6NFX1.4,51.6
NP_418544.2,Q3T9M1.1,49.9
NP_418544.2,A4IH46.1,49.4
NP_418544.2,Q8NA29.1,45.2
NP_418544.2,Q9UMX9.2,35.5
NP_418544.2,Q4LE88.2,35.5
NP_418544.2,P58355.1,35.2
NP_415893.2,Q46856.1,29.6
NP_415115.2,Q04DI0.1,36.9
NP_415115.2,Q9F0Q6.1,38.0
NP_415115.2,P36993.1,34.4
NP_415115.2,P39144.1,31.8
YP_003933616.1,E2JKY7.1,34.9
YP_003933616.1,P0CI69.1,27.1
YP_003933616.1,B3A0Q2.1,25.4
NP_418144.3,Q972G5.1,45.5
NP_418144.3,P95871.1,44.7
NP_418144.3,B8JD21.1,39.6
NP_418144.3,B8JD21.1,38.8
NP_418144.3,B4UDE1.1,39.4
NP_418144.3,Q2INP9.1,38.8
NP_418144.3,Q2INP9.1,38.5
NP_418144.3,P39839.3,37.7
NP_418144.3,A1K2H9.1,36.6
NP_418144.3,Q3A097.2,36.6
NP_418144.3,Q3J041.1,34.9
NP_418144.3,A4WQ04.1,34.6
NP_418144.3,Q3B584.2,34.6
NP_418144.3,B0TPX8.1,33.8
NP_417679.2,Q48943.1,47.4
NP_417679.2,Q48943.1,34.6
NP_417679.2,Q59579.2,46.3
NP_417679.2,O27600.1,44.4
NP_417679.2,P58018.2,43.0
NP_417679.2,P00175.1,43.3
NP_415949.2,Q3V4U8.1,52.4
NP_415949.2,Q3V4T9.1,50.2
NP_415949.2,Q58161.1,47.7
NP_415949.2,Q60328.1,44.1
NP_415949.2,P24421.1,33.5
NP_415949.2,B8D6B7.1,30.7
