WP_010422183.1,P61343.1,32.7,40.541
WP_010976817.1,Q9S3N1.1,38.8,29.213
WP_011270372.1,P40819.2,41.3,31.148
WP_011270373.1,Q1RKH8.1,30.6,66.667
WP_011270452.1,Q8N201.2,30.1,51.852
WP_011270479.1,O31980.1,32.7,51.613
WP_011270501.1,Q0CKU1.1,34.4,25.556
WP_011270510.1,O07227.1,33.1,38.71
WP_011270541.1,Q1DR06.1,32.7,41.026
WP_011270552.1,M3W955.2,43.9,26.0
WP_011270572.1,P51610.2,31.4,56.522
WP_011270590.1,I3R9Z4.1,49.1,20.117
WP_011270604.1,Q06758.1,47.4,31.183
WP_011270609.1,Q8CHI8.3,30.6,39.286
WP_011270610.1,Q01004.1,37.0,31.304
WP_011270618.1,Q5UPE2.1,56.4,29.665
WP_011270624.1,P9WF20.1,38.8,31.169
WP_011270666.1,Q22682.3,52.6,27.815
WP_011270671.1,Q4UKG8.1,39.2,66.667
WP_011270695.1,Q57606.1,35.7,38.596
WP_011270696.1,P30311.1,31.9,55.556
WP_011270731.1,Q2J6N3.1,31.9,40.909
WP_011270732.1,Q47421.2,41.8,23.556
WP_011270734.1,P40862.2,52.1,39.062
WP_011270739.1,P34529.3,34.4,35.714
WP_011270747.1,P35641.1,31.4,36.842
WP_011270751.1,Q5E4H8.1,55.1,25.225
WP_011270756.1,Q5XEP2.1,40.1,31.667
WP_011270759.1,Q8XKF6.1,50.4,41.772
WP_011270763.1,P0A0C0.1,52.6,24.498
WP_011270764.1,A2R797.1,36.6,35.185
WP_011270775.1,Q5WFW9.1,37.0,31.868
WP_011270795.1,Q7CEG3.1,50.0,27.128
WP_011270820.1,P42597.2,40.1,38.0
WP_011270827.1,Q9JI93.1,43.1,29.825
WP_011270838.1,Q9L7Q2.2,39.6,36.0
WP_011270839.1,P37513.1,44.8,36.145
WP_011270869.1,P65028.1,37.0,33.333
WP_011270874.1,P65347.1,49.1,26.891
WP_011270877.1,Q9Z6M5.1,46.5,32.308
WP_011270884.1,P97311.1,34.0,45.714
WP_011270893.1,B8GSD2.1,34.0,53.846
WP_011270915.1,O27435.1,60.3,25.256
WP_011270992.1,P50024.1,56.0,27.083
WP_011271010.1,A2BGU9.1,56.4,23.853
WP_011271024.1,P04052.4,34.4,34.091
WP_011271032.1,Q9M8W7.1,33.6,34.043
WP_011271034.1,E9QAM5.1,33.6,42.105
WP_011271045.1,Q9NZR2.2,30.6,33.333
WP_011271061.1,P9WF14.1,39.2,35.556
WP_011271062.1,Q8ZZP3.1,37.0,39.13
WP_011271077.1,P40071.1,38.3,26.271
WP_011271104.1,P19650.1,44.8,23.718
WP_011271108.1,O50462.1,33.6,32.836
WP_011271117.1,P40819.2,34.4,35.294
WP_011271122.1,A0A0H3CCP8.1,48.7,43.421
WP_011271140.1,C4R492.1,30.6,33.333
WP_011271142.1,P16256.2,51.7,20.882
WP_011271151.1,A8ER62.1,31.4,39.286
WP_011271163.1,P45423.1,50.8,32.323
WP_011271179.1,Q54HL0.1,38.3,21.538
WP_011271185.1,Q1RI12.1,45.7,50.0
WP_011271212.1,Q55A00.1,43.9,31.034
WP_011271223.1,Q96K21.3,35.7,43.333
WP_011271252.1,A7N1X9.1,37.9,45.455
WP_011271253.1,P31602.1,32.7,46.429
WP_011271258.1,P33802.1,32.3,61.905
WP_011271259.1,A8GAB9.1,31.0,30.882
WP_011271261.1,Q9YER5.2,31.4,63.636
WP_011271263.1,Q57606.1,35.3,40.909
WP_011271269.1,Q9HN31.1,39.2,34.177
WP_011271279.1,P0C077.1,41.8,32.53
WP_011271280.1,P55533.1,36.2,28.986
WP_011271291.1,P37504.1,38.8,24.051
WP_011271294.1,Q74N29.1,36.6,32.468
WP_011271298.1,P17622.1,44.8,36.667
WP_011271300.1,P44154.1,51.3,21.256
WP_011271309.1,P0A130.1,56.4,30.435
